dtb_sku,dtb_name,current_dtb_price,cost_of_goods,match_status,match_reasoning,lowest_confirmed_competitor_price,lowest_confirmed_competitor_source_url,proposed_new_price,resulting_margin_pct,price_change_amount
FFB4A,Stainless Steel Washer,5.0,3.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",6.1,https://www.all-wall.com/FFB4A-Columbia-Flat-Box-Stainless-Steel-Washer-6112,6.1,46.72,1.1
MP13,Piston Backing Washer - Large,14.25,9.26,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",10.98,https://www.all-wall.com/MP13-Columbia-Mud-Pump-Piston-Backing-Washer-Large-6173,10.98,15.66,-3.27
HFFB14-8,"Flat Box Hinged Door Gasket - 8""",16.5,10.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",45.2,https://www.all-wall.com/HFFB14-8-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-8in-12384,45.2,76.28,28.7
HNS17A,Nail Spotter Handle Tightness Screw,5.0,3.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4.82,https://www.all-wall.com/HNS17A-Columbia-Nail-Spotter-Handle-Tightness-Screw-12538,4.82,32.57,-0.18
HFFB14-8,"Flat Box Hinged Door Gasket - 8""",16.5,10.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",45.2,https://www.all-wall.com/HFFB14-8-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-8in-12384,45.2,76.28,28.7
HNS10,Door Spring - Long,18.75,12.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",6.38,https://www.all-wall.com/HNS10-Columbia-Nail-Spotter-Door-Spring-Long-Left-12531,6.38,-91.07,-12.37
HNS10A,Door Spring - Short,18.75,12.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",6.05,https://www.all-wall.com/HNS10A-Columbia-Nail-Spotter-Door-Spring-Short-Right-12532,6.05,-101.49,-12.7
HNS13,Roll Pin Bushing,9.95,6.47,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4.78,https://www.all-wall.com/HNS13-Columbia-Nail-Spotter-Roll-Pin-Bushing-12535,4.78,-35.36,-5.17
BH26,Cam,21.95,14.27,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",12.38,https://www.all-wall.com/BH26-Columbia-Box-Handle-Cam-for-180-Handle-11575,12.38,-15.27,-9.57
MP13A,Piston Backing Washer - Small,12.5,8.13,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",13.56,https://www.all-wall.com/MP13A-Columbia-Mud-Pump-Piston-Backing-Washer-Small-6174,13.56,40.04,1.06
MP11,Piston Shaft,28.5,18.53,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",60.26,https://www.all-wall.com/MP11-Columbia-Mud-Pump-Piston-Shaft-6172,60.26,69.25,31.76
MP24,Mud Pump Screen,4.0,2.60,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5.65,https://www.all-wall.com/MP24-Columbia-Mud-Pump-Mud-Pump-Screen-Coarse-6178,5.65,53.98,1.65
MP32,Backing Washer Locator,18.95,12.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.85,https://www.all-wall.com/MP32-Columbia-Mud-Pump-Backing-Washer-Locator-5876,2.85,-332.28,-16.1
MP39,Sleeve,14.75,9.59,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",3.28,https://www.all-wall.com/MP39-Columbia-Mud-Pump-Sleeve-5880,3.28,-192.38,-11.47
MP23,Mud Pump Seal,16.5,10.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5.65,https://www.all-wall.com/MP23-Columbia-Mud-Pump-Mud-Pump-Seal-6176,5.65,-89.73,-10.85
AH7-3,"Frame Tension Spring - 3""",13.25,0.79,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.9,https://www.all-wall.com/AH7-3-Columbia-Angle-Head-Tension-Spring-3in-Large-5810,1.9,58.42,-11.35
CR11,Handle Connecting Link,18.95,12.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",30.1,https://www.all-wall.com/CR11-Columbia-Corner-Roller-Handle-Connecting-Link-5567,30.1,59.07,11.15
CFB10,"5/16-18 x 3/4"" Thumb Screw",6.0,3.90,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.3,https://www.all-wall.com/CFB10-Columbia-Angle-Box-5-16-18-X-3-4in-Thumb-Screw-5550,7.3,46.58,1.3
CFB15A,Hinge Bushing (Plastic Washer),8.5,5.53,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.75,https://www.all-wall.com/CFB15A-Columbia-Angle-Box-Hinge-Bushing-5553,2.75,-101.09,-5.75
CFB15,Door Hinge,24.95,15.51,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",30.1,https://www.all-wall.com/CFB15-Columbia-Angle-Box-Door-Hinge-5552,30.1,48.47,5.15
CFB11A,Door Stop,3.0,1.95,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",3.68,https://www.all-wall.com/CFB11A-Columbia-Angle-Box-Door-Stop-5551,3.68,47.01,0.68
CFB16,Bearing Sleeve,18.75,3.09,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.28,https://www.all-wall.com/CFB16-Columbia-Angle-Box-Bearing-Sleeve-Ss-5554,7.28,57.55,-11.47
CFB3-8,"Side Plate - 8""",40.0,26.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",43.84,https://www.all-wall.com/CFB3-8-Columbia-Angle-Box-Side-Plate-8in-5541,43.84,40.69,3.84
CFB3-7,"Side Plate - 7""",40.0,26.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",43.84,https://www.all-wall.com/CFB3-7-Columbia-Angle-Box-Side-Plate-7in-5540,43.84,40.69,3.84
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT10 crimping arm bushing right), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT11 mud guard plate), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT14 adjustable brake holder), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT33 side plate shim), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT39 knife return spring), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT6 side plate right), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT91 release clip bushing), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT8 side plate support right), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT93 mud shut off lever arm), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT94 mud shut off upper plate), not the complete taper tool",,,,,
C1HS,Columbia One Handle - Stubby,49.44,26.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",49.44,https://www.all-wall.com/Columbia-One-Handle-Stubby-C1HS,49.44,47.41,0.0
FA224,"1/8"" x 3/8"" Split Pin",1.95,0.48,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.15,https://www.all-wall.com/FA224-Columbia-1-8in-X-3-8in-Split-Pin-6009,1.15,58.26,-0.8
FA288,"1/4"" X 3/4"" Split Pin",2.25,1.46,AMBIGUOUS_NEEDS_HUMAN_REVIEW,"Competitor title carries the matching FA288 code but describes a 1/2in split pin while DTB name states 3/4in - could be a competitor typo or a genuine size mismatch, needs human confirmation",,,,,
FA247,"6-32 X 5/8"" Hex Bolt",2.45,0.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.95,https://www.all-wall.com/FA247-Columbia-6-32-X-5-8in-Hex-Bolt-6018,1.95,58.97,-0.5
FA296,"1/4 -20 x 1/2"" Hex Bolt",3.35,0.41,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.0,https://www.all-wall.com/FA296-Columbia-1-4-20-X-1-2in-Hex-Bolt-6046,1.0,59.0,-2.35
FA232,6-32 Hex Nut,1.75,0.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.1,https://www.all-wall.com/FA232-Columbia-6-32-Hex-Nut-6012,2.1,57.62,0.35
FA252,#8 Star Washer,2.05,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.15,https://www.all-wall.com/FA252-Columbia-8-Star-Washer-10453,1.15,72.17,-0.9
FA253,#8 Flat Washer,1.85,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA253-Columbia-8-Flat-Washer-6019,1.05,69.52,-0.8
FA270,"#10 x 3/4"" Fender Washer",2.5,0.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.1,https://www.all-wall.com/FA270-Columbia-10-X-3-4in-Fender-Washer-6029,2.1,57.62,-0.4
FA275,"10-24 x 7/8"" Hex Bolt",3.15,0.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.15,https://www.all-wall.com/FA275-Columbia-10-24-X-3-4in-Hex-Bolt-6032,2.15,58.6,-1.0
FA280,#10 Belleville Washer,1.0,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA280-Columbia-10-Belleville-Washer-6037,1.05,69.52,0.05
FA298,"1/4-20 x 7/8"" Flat Socket",2.85,0.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1.05,https://www.all-wall.com/FA298-Columbia-1-4-20-X-7-8in-Flat-Socket-6048,1.05,69.52,-1.8
FA300,"1/4-20 x 2"" Hex Bolt",4.25,1.63,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",3.83,https://www.all-wall.com/FA300-Columbia-1-4-20-X-2in-Hex-Bolt-6050,3.83,57.44,-0.42
FA305,"5/16 -18 x 3/4"" Hex Bolt",4.15,1.63,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",3.65,https://www.all-wall.com/FA305-Columbia-5-16-18-X-3-4in-Hex-Bolt-6053,3.65,55.34,-0.5
FA306,"5/16-18 x 1 1/4"" Hex Bolt",3.45,1.63,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",3.48,https://www.all-wall.com/FA306-Columbia-5-16-18-X-1-1-4in-Hex-Bolt-6054,3.48,53.16,0.03
FA3,"1/2"" x 7/8"" Flat Washer",2.5,0.89,AMBIGUOUS_NEEDS_HUMAN_REVIEW,"DTB SKU ""FA3"" does not match competitor part number ""FA308"" printed in the title, and stated sizes differ slightly (1/2in vs 33/64in) - cannot confirm without checking whether FA3 is a truncated/legacy alias for FA308",,,,,
FFB11-8,"Adjuster Spring - 8""",8.0,5.20,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",10.05,https://www.all-wall.com/FFB11-8-Columbia-Flat-Box-Adjuster-Spring,10.05,48.26,2.05
HNS15-2,"Door Gasket - 2""",36.0,23.40,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",43.74,https://www.all-wall.com/HNS15-2-Columbia-Nail-Spotter-Door-Gasket-2in-12536,43.74,46.5,7.74
FFB9-5.5,"Blade - 5.5""",18.75,12.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4.7,https://www.all-wall.com/FFB9-55-Columbia-Flat-Box-Blade-5-5in-13783,4.7,-159.36,-14.05
FFB9-7,"Blade - 7""",22.5,14.63,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4.58,https://www.all-wall.com/FFB9-7-Columbia-Flat-Box-Blade-7in-6082,4.58,-219.43,-17.92
FFB9-14,"Blade - 14""",36.95,24.02,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.38,https://www.all-wall.com/FFB9-14-Columbia-Flat-Box-Blade-14in-13784,7.38,-225.47,-29.57
HH13,Brake Pin,16.0,10.40,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",19.46,https://www.all-wall.com/HH13-Columbia-Hydra-Handle-Brake-Pin-6150,19.46,46.56,3.46
HH12,Brake Spring,5.0,3.25,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",6.55,https://www.all-wall.com/HH12-Columbia-Hydra-Handle-Brake-Spring-6149,6.55,50.38,1.55
FFB9-8,"Blade - 8""",24.95,16.22,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",4.7,https://www.all-wall.com/FFB9-8-Columbia-Flat-Box-Blade-8in-6083,4.7,-245.11,-20.25
HNS12A,Roll Pin,6.0,3.90,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",8.01,https://www.all-wall.com/HNS12A-Columbia-Nail-Spotter-Handle-Roll-Pin-12534,8.01,51.31,2.01
HNS15-3,"Door Gasket - 3""",35.0,22.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",43.74,https://www.all-wall.com/HNS15-3-Columbia-Nail-Spotter-Door-Gasket-3in-12537,43.74,47.99,8.74
07TT-C,TapeTech EasyClean® Automatic Taper - Carbon Fiber,1816.18,1271.32,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",1780.0,https://www.alstapingtools.com/tapetech-carbon-fiber-automatic-taper/,1780.0,28.58,-36.18
HNS8-2,"Blade Holder - 2""",33.0,21.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",38.44,https://www.all-wall.com/HNS8-2-Columbia-Nail-Spotter-Blade-Holder-2in-12527,38.44,44.2,5.44
HP44,Collar O-Ring,2.0,1.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",2.35,https://www.all-wall.com/HP44-Columbia-Mud-Pump-Collar-O-Ring-6153,2.35,44.68,0.35
HNS8-3,"Blade Holder - 3""",33.0,21.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",38.44,https://www.all-wall.com/HNS8-3-Columbia-Nail-Spotter-Blade-Holder-3in-12528,38.44,44.2,5.44
HP45,O Ring Enclosure,22.0,14.30,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",22.6,https://www.all-wall.com/HP45-Columbia-Mud-Pump-O-Ring-Enclosure-6154,22.6,36.73,0.6
HP46,Latch Keeper,19.75,12.84,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",5.48,https://www.all-wall.com/HP46-Columbia-Mud-Pump-Latch-Keeper-6155,5.48,-134.31,-14.27
CA08TT,"TapeTech Corner Applicator - 8""",330.0,218.63,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",330.0,https://www.alstapingtools.com/tapetech-8-corner-applicator-ca08tt/,330.0,33.75,0.0
MP28,Filler Nut,12.25,7.96,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",12.28,https://www.all-wall.com/MP28-Columbia-Mud-Pump-Filler-Nut-5875,12.28,35.18,0.03
MP14,Piston Cup,11.75,7.64,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",13.56,https://www.all-wall.com/MP14-Columbia-Mud-Pump-Piston-Cup-6175,13.56,43.66,1.81
15TTE,TapeTech Corner Roller - Inside Corner,189.0,122.85,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",189.0,https://www.alstapingtools.com/tapetech-inside-corner-roller/,189.0,35.0,0.0
MP36,Nylatron Bushing,11.5,7.48,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7.3,https://www.all-wall.com/MP36-Columbia-Mud-Pump-Nylatron-Bushing-5879,7.3,-2.47,-4.2
FHTT,TapeTech Support Handle - Fiberglass,59.0,39.19,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",59.0,https://www.alstapingtools.com/tapetech-interchangeable-fiberglass-handle-fhtt/,59.0,33.58,0.0
CA07TT,"TapeTech Corner Applicator - 7""",315.0,206.89,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",315.0,https://www.alstapingtools.com/tapetech-7-corner-applicator-head/,315.0,34.32,0.0
NSA-TT,TapeTech Support Handle Adapter - Nail Spotter,40.0,29.90,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",40.0,https://www.all-wall.com/TapeTech-NSATT-Nail-Spotter-Adapter,40.0,25.25,0.0
AH1-3.5,"Head Casting - 3.5""",153.0,99.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",175.48,https://www.all-wall.com/AH1-3-5-Columbia-Angle-Head-Body-Casting-3-5in-5800,175.48,43.33,22.48
CAA-TT,TapeTech Support Handle Adapter - Corner Applicator,45.0,29.80,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",42.0,https://www.alstapingtools.com/tapetech-corner-applicator-adapter-caa-tt/,42.0,29.05,-3.0
AH1-2.5,"Head Casting - 2.5""",173.85,113.00,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",175.48,https://www.all-wall.com/AH1-2-5-Columbia-Angle-Head-Body-Casting-2-5in-5798,175.48,35.61,1.63
AH1-2,"Head Casting - 2""",153.0,99.45,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",175.48,https://www.all-wall.com/AH1-2-Columbia-Angle-Head-Body-Casting-2in-5797,175.48,43.33,22.48
AH3-2,"Top Blade - 2""",38.95,18.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",36.34,https://www.all-wall.com/AH3-2-Columbia-Angle-Head-Carbide-Blade-2in-5801,36.34,48.49,-2.61
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,7295.0,4741.75,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",7295.0,https://www.all-wall.com/TapeTech-Pro-Performance-Easy-Finish-Set-TTPPSEF,7295.0,35.0,0.0
AH3-3.5,"Top Blade - 3.5""",25.0,18.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",36.34,https://www.all-wall.com/AH3-3-5-Columbia-Angle-Head-Carbide-Blade-3-5in-5804,36.34,48.49,11.34
AH3-3,"Top Blade - 3""",44.95,18.72,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",36.34,https://www.all-wall.com/AH3-3-Columbia-Angle-Head-Carbide-Blade-3in-5803,36.34,48.49,-8.61
CFB8,Box Mount,44.0,27.15,CONFIRMED_MATCH,"Competitor title/description matches DTB product name, brand, size/model, and completeness (whole tool vs whole tool, or matching part number/size for components)",52.72,https://www.all-wall.com/CFB8-Columbia-Angle-Box-Handle-Mount-Casting-5549,52.72,48.5,8.72
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT106 bearing shaft), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT113 lock block), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT114 cable retaining nut), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT116 strap), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT118 retaining spring clip), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT12 tape advance release bracket), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT23 reinforcing rod), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT128 shaft guide strap), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT129 shaft guide roller bushing), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT27 knife guide bracket left), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT129A strap bracket), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT167 #4 flat washer), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT17 separation plate), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT170 pan head screw), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT173 flat head screw), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT26 knife guide bracket right), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT25 knife guide square tube), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT34 cover plate attachment block), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT32 carriage cam), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT37 tube holding bracket upper), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT41 cutter block), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT41A cutter block clamp), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT38 tube holding bracket lower), not the complete taper tool",,,,,
TAPER,Columbia Automatic Taper - Standard 53 in.,1683.0,1166.49,REJECTED_MISMATCH,"Competitor is a taper replacement part (CT84A cable guide pulley), not the complete taper tool",,,,,
