Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Cost of goods,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: schema_brand,Meta: schema_mpn,Meta: _dtb_manufacturer_sku,Meta: _dtb_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_brand,Meta: _dtb_specs_json,Meta: _includes_0_name,Meta: _includes_0_sku,Meta: _includes_1_name,Meta: _includes_1_sku,Meta: _includes_2_name,Meta: _includes_2_sku,Meta: _includes_3_name,Meta: _includes_3_sku,Meta: _includes_4_name,Meta: _includes_4_sku,Meta: _includes_5_name,Meta: _includes_5_sku,Meta: _includes_6_name,Meta: _includes_6_sku,Meta: _includes_7_name,Meta: _includes_7_sku,Meta: _includes_8_name,Meta: _includes_8_sku,Meta: _includes_9_name,Meta: _includes_9_sku,Meta: _includes_10_name,Meta: _includes_10_sku,Meta: _includes_11_name,Meta: _includes_11_sku,Meta: _includes_12_name,Meta: _includes_12_sku,Meta: _includes_13_name,Meta: _includes_13_sku,Meta: _includes_14_name,Meta: _includes_14_sku,Meta: _includes_15_name,Meta: _includes_15_sku,Meta: _includes_16_name,Meta: _includes_16_sku,Meta: _includes_17_name,Meta: _includes_17_sku,Meta: _includes_18_name,Meta: _includes_18_sku,Meta: _includes_19_name,Meta: _includes_19_sku,Meta: _dtb_schematic_id,Meta: _dtb_schematic_category,Meta: _dtb_schematic_page,Meta: _dtb_schematic_variant,Meta: _dtb_schematic_url,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex,Slug,meta:product_family,meta:series,meta:model,Meta: _dtb_map_price
variation,3.5AH,,"Columbia Angle Head - 3.5""",1,0,visible,The Columbia 3.5&quot; Angle Head is a drywall finishing tool engineered for applying joint compound and feathering 90-degree internal corners. Its billet aluminum and stainless steel construction provides consistent performance for final coat applications.,"<p>The Columbia 3.5"" Angle Head is designed for the final skimming and finishing of 90-degree internal corners. This tool applies joint compound to create a wide, feathered edge that blends seamlessly into the wall surface.</p><h3>Features</h3><ul><li>Constructed with a durable billet aluminum body for structural integrity.</li><li>Equipped with stainless steel wings for wear resistance and consistent edge quality.</li><li>Optimized 3.5-inch profile for final coat applications.</li><li>Compatible with standard drywall finishing handles and applicators.</li></ul>",,,taxable,,1,,,0,0,1.1425,5.25,4.75,4,0,,,457.35,320.14,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3_5ah_01.webp,,,COL-ANGLE-HEAD,,,,,,4,Columbia Tools,Size,"3.5""",,0,,Columbia Tools,3.5AH,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,corner-tools,,0,COL-ANGLE-HEAD,Size,"3.5""","3.5""",,4,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""3.5AH""},{""label"":""Model"",""value"":""3.5AH""},{""label"":""Size"",""value"":""3.5\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-angle-head,Angleheads,,3-5,/schematics?brand=columbia-taping-tools&amp;category=Angleheads&amp;schematic=columbia-angle-head&amp;variant=3-5,"Columbia 3.5"" Angle Head | Drywall Finishing Tool","The Columbia 3.5"" Angle Head is designed for finishing 90-degree internal corners, providing a wide, feathered edge for professional drywall applications.",Columbia 3.5 inch angle head,/product/columbia-angle-head-3-5-inch/,,columbia-angle-head-3-5-inch,Columbia Angle Heads,Angle Heads,3.5AH,454.23
variable,COL-AUTOMATIC-FAT-BOY-BOX,,Columbia Automatic Fat Boy Box,1,0,visible,"The Columbia Automatic Fat Boy Box features a high-capacity reservoir to reduce refill frequency, constructed with a durable aluminum body and a stainless steel blade for consistent drywall finishing.","<p>The Columbia Automatic Fat Boy Box is designed for high-volume drywall finishing, featuring an increased mud reservoir capacity to reduce the frequency of refills during application. Constructed with a durable aluminum body and a precision-ground stainless steel blade, these boxes are built for consistent compound delivery and smooth finishes.</p><h3>Available Sizes</h3><ul><li>Columbia Automatic Fat Boy Box - 8""</li><li>Columbia Automatic Fat Boy Box - 10""</li><li>Columbia Automatic Fat Boy Box - 12""</li></ul><p>These units are compatible with Columbia flat box handles.</p>",,,taxable,,1,,,0,0,,,,,0,,,,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,"Columbia, Drywall Finishing Tools",,"https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbb_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_02.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_03.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10fbba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12fbba_01.webp",,,,,,,,,4,Columbia Tools,Size,"8"", 10"", 12""",1,0,"8""",Columbia Tools,,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,finishing_boxes,0,,,,,8FBBA,,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""COL-AUTOMATIC-FAT-BOY-BOX""},{""label"":""Size"",""value"":""8\"", 10\"", 12\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-fat-boy-box,Finishing Boxes,,,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-fat-boy-box,Columbia Automatic Fat Boy Box | High-Capacity Flat Box,"Columbia Automatic Fat Boy boxes feature high-capacity reservoirs for fewer refills. Available in 8, 10, and 12-inch sizes for drywall finishing.",Columbia Automatic Fat Boy Box,/product/columbia-automatic-fat-boy-box/,,columbia-automatic-fat-boy-box,Columbia Finishing Boxes,Fat Boy Series,Automatic Fat Boy,
variation,8FBBA,,"Columbia Automatic Fat Boy Box - 8""",1,0,visible,The Columbia 8-inch Automatic Fat Boy Box features a high-capacity reservoir and a stainless steel blade to deliver consistent compound application with fewer refills.,"<p>The Columbia 8-inch Automatic Fat Boy Box is designed for efficient drywall finishing, featuring an increased mud reservoir capacity to reduce the frequency of refills. This tool is constructed with a durable aluminum body and includes a precision-ground stainless steel blade for consistent compound application.</p><h3>Features</h3><ul><li><strong>Size:</strong> 8-inch width</li><li><strong>Design:</strong> Fat Boy high-capacity reservoir</li><li><strong>Construction:</strong> Lightweight aluminum body</li><li><strong>Blade:</strong> Stainless steel for uniform finishing</li><li><strong>Compatibility:</strong> Designed for use with Columbia flat box handles</li></ul>",,,taxable,,1,,,0,0,4.1,,,,0,,,481.27,313.52,,,,"https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_02.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_03.webp",,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,1,Columbia Tools,Size,"8""",,0,,Columbia Tools,8FBBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"8""","8""",,1,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""8FBBA""},{""label"":""Model"",""value"":""8FBBA""},{""label"":""Size"",""value"":""8\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-fat-boy-box,Finishing Boxes,,,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-fat-boy-box,Columbia 8-Inch Automatic Fat Boy Box | 8FBBA,The 8-inch Columbia Automatic Fat Boy Box features a high-capacity reservoir for efficient drywall finishing. Durable aluminum construction.,Columbia 8-inch Fat Boy Box,/product/columbia-8-inch-automatic-fat-boy-box-8fbba/,,columbia-8-inch-automatic-fat-boy-box-8fbba,Columbia Automatic Fat Boy Boxes,Fat Boy Series,8FBBA,481.27
variation,10FBBA,,"Columbia Automatic Fat Boy Box - 10""",1,0,visible,"The Columbia 10-inch Automatic Fat Boy Box features a high-capacity reservoir to reduce refill frequency, constructed with a durable aluminum body and a stainless steel blade for consistent drywall finishing.","<p>The Columbia Automatic Fat Boy Box (10-inch) is designed for high-volume drywall finishing. The Fat Boy series features an increased mud reservoir capacity compared to standard flat boxes, reducing the frequency of refills during application.</p><h3>Features</h3><ul><li><strong>Size:</strong> 10-inch width for secondary coats and filling seams.</li><li><strong>Construction:</strong> Durable aluminum body with a precision-ground stainless steel blade.</li><li><strong>Efficiency:</strong> High-capacity reservoir allows for longer runs between fills.</li></ul>",,,taxable,,1,,,0,0,4.5275,14,9,8,0,,,492.08,317.93,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10fbba_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,2,Columbia Tools,Size,"10""",,0,,Columbia Tools,10FBBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"10""","10""",,2,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""10FBBA""},{""label"":""Model"",""value"":""10FBBA""},{""label"":""Size"",""value"":""10\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-fat-boy-box,Finishing Boxes,,,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-fat-boy-box,"Columbia 10"" Automatic Fat Boy Drywall Box (10FBBA)",High-capacity 10-inch Columbia Automatic Fat Boy Box for efficient drywall finishing. Durable aluminum construction with stainless steel blade.,Columbia 10 inch Fat Boy Box,/product/columbia-automatic-fat-boy-box-10-inch/,,columbia-automatic-fat-boy-box-10-inch,Columbia Fat Boy Boxes,Automatic Fat Boy,10FBBA,492.08
variation,12FBBA,,"Columbia Automatic Fat Boy Box - 12""",1,0,visible,"The Columbia 12-inch Automatic Fat Boy Box (12FBBA) features a high-capacity reservoir and a wide finishing blade, designed for efficient final coats on drywall joints.","<p>The Columbia 12"" Automatic Fat Boy Box (12FBBA) is a high-capacity drywall finishing tool designed for wide butt joints and final coats. Part of the Fat Boy series, this box features an increased compound reservoir capacity to reduce the frequency of refills during operation. It is constructed with an aluminum body and a precision-ground stainless steel blade.</p><h3>Features</h3><ul><li><strong>Size:</strong> 12-inch finishing width.</li><li><strong>Construction:</strong> Durable aluminum body with a stainless steel blade.</li><li><strong>Design:</strong> High-capacity reservoir for extended use between fills.</li><li><strong>Compatibility:</strong> Designed for use with Columbia flat box handles.</li></ul>",,,taxable,,1,,,0,0,5.3705,14,8,9,0,,,502.90,324.25,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12fbba_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,3,Columbia Tools,Size,"12""",,0,,Columbia Tools,12FBBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"12""","12""",,3,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""12FBBA""},{""label"":""Model"",""value"":""12FBBA""},{""label"":""Size"",""value"":""12\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-fat-boy-box,Finishing Boxes,,,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-fat-boy-box,"Columbia 12"" Automatic Fat Boy Box | 12FBBA",The 12-inch Columbia Automatic Fat Boy Box (12FBBA) features a high-capacity reservoir for efficient drywall finishing. Durable aluminum and steel build.,Columbia 12 inch Fat Boy box,/product/columbia-automatic-fat-boy-box-12-12fbba/,,columbia-automatic-fat-boy-box-12-12fbba,Columbia Automatic Fat Boy Box,Fat Boy Series,12FBBA,502.90
variable,COL-AUTOMATIC-FLAT-BOX,,Columbia Automatic Flat Box,1,0,visible,"Columbia Automatic Flat Boxes provide consistent compound application for drywall finishing, featuring a spring-loaded design to assist with mud flow. Available in 8&quot;, 10&quot;, 12&quot;, and 14&quot; sizes to accommodate various stages of the finishing process.","<p>Columbia Automatic Flat Boxes are engineered for consistent compound application during drywall finishing. These tools utilize a spring-loaded design to assist with mud flow, helping to maintain uniform coverage across joints and flat surfaces. Constructed for use on high-volume job sites, these boxes are designed to handle the repetitive demands of professional drywall installation.</p><h3>Available Sizes</h3><ul><li><strong>8-Inch:</strong> Suitable for initial base coats and filling taped joints.</li><li><strong>10-Inch:</strong> Designed for second coats and filling recessed edges.</li><li><strong>12-Inch:</strong> Used for finishing and skim coating.</li><li><strong>14-Inch:</strong> Ideal for wide skimming and final feathering.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,,,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,"Columbia, Drywall Finishing Tools",,"https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8ffba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10fbba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10ffba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12fbba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12ffba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_14ffba_01.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_02.webp, https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbba_03.webp",,,,,,,,,3,Columbia Tools,Size,"8"", 10"", 12"", 14""",1,0,"8""",Columbia Tools,,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,finishing_boxes,0,,,,,8FFBA,,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""COL-AUTOMATIC-FLAT-BOX""},{""label"":""Size"",""value"":""8\"", 10\"", 12\"", 14\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-automatic-flat-box,Finishing Boxes,,,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-automatic-flat-box,"Columbia Automatic Flat Boxes | 8"" to 14"" Drywall Tools","Shop Columbia Automatic Flat Boxes for drywall finishing. Available in 8"", 10"", 12"", and 14"" sizes for consistent compound application.",Columbia Automatic Flat Box,/product/columbia-automatic-flat-box/,,columbia-automatic-flat-box,Columbia Finishing Boxes,Automatic Series,Automatic Flat Box,
variation,8FFBA,,"Columbia Automatic Flat Box - 8""",1,0,visible,"The Columbia 8-inch Automatic Flat Box provides consistent compound application for drywall finishing, featuring a spring-loaded design to assist with mud flow during base coats and joint filling.","<p>The Columbia 8-inch Automatic Flat Box is designed for consistent compound application during drywall finishing. This tool features a spring-loaded mechanism to assist with mud flow, helping to maintain uniform coverage across flat joints.</p><h3>Applications</h3><ul><li>Ideal for initial base coats and filling taped joints.</li><li>Suitable for use in residential and commercial drywall finishing.</li></ul><h3>Specifications</h3><ul><li><strong>Size:</strong> 8 inches</li><li><strong>Weight:</strong> 3.9 lbs</li><li><strong>Brand:</strong> Columbia Tools</li></ul>",,,taxable,,1,,,0,0,3.9,,,,0,,,421.79,281.39,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8ffba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,1,Columbia Tools,Size,"8""",,0,,Columbia Tools,8FFBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FLAT-BOX,Size,"8""","8""",,1,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""8FFBA""},{""label"":""Model"",""value"":""8FFBA""},{""label"":""Size"",""value"":""8\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-automatic-flat-box,Finishing Boxes,,8,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-automatic-flat-box&amp;variant=8,"Columbia 8"" Automatic Flat Box | 8FFBA",The Columbia 8-inch Automatic Flat Box features a spring-loaded design for consistent mud application. Ideal for base coats and drywall joint finishing.,Columbia 8 inch flat box,/product/columbia-automatic-flat-box-8-8ffba/,,columbia-automatic-flat-box-8-8ffba,Columbia Automatic Flat Boxes,Automatic Series,8FFBA,421.79
variation,10FFBA,,"Columbia Automatic Flat Box - 10""",1,0,visible,The Columbia 10-inch Automatic Flat Box is a professional drywall finishing tool designed for consistent compound application and uniform coverage on flat joints.,"<p>The Columbia 10-inch Automatic Flat Box is designed for consistent compound application during drywall finishing. This 10-inch model is suited for second coats and filling recessed edges, providing uniform coverage across flat joints.</p><h3>Specifications</h3><ul><li><strong>Size:</strong> 10 inches</li><li><strong>Weight:</strong> 4.3 lbs</li><li><strong>Series:</strong> Columbia Automatic Series</li><li><strong>Model:</strong> 10FFBA</li></ul>",,,taxable,,1,,,0,0,4.3,,,,0,,,427.19,283.00,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10ffba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,2,Columbia Tools,Size,"10""",,0,,Columbia Tools,10FFBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FLAT-BOX,Size,"10""","10""",,2,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""10FFBA""},{""label"":""Model"",""value"":""10FFBA""},{""label"":""Size"",""value"":""10\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-automatic-flat-box,Finishing Boxes,,10,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-automatic-flat-box&amp;variant=10,"Columbia 10"" Automatic Flat Box | 10FFBA",The Columbia 10-inch Automatic Flat Box (10FFBA) is a professional drywall tool for consistent compound application. Weighs 4.3 lbs.,Columbia 10 inch flat box,/product/columbia-automatic-flat-box-10-10ffba/,,columbia-automatic-flat-box-10-10ffba,Columbia Automatic Flat Boxes,Automatic Series,10FFBA,427.19
variation,12FFBA,,"Columbia Automatic Flat Box - 12""",1,0,visible,"The 12-inch Columbia Tools Automatic Flat Box is designed for final drywall finishing coats and feathering, ensuring consistent compound application.","<p>The Columbia Tools 12-inch Automatic Flat Box is designed for consistent compound application during drywall finishing. This 12-inch model is sized for final coats and feathering joints to create a smooth, paint-ready surface. The unit features a spring-loaded design to assist with mud flow and maintain uniform coverage.</p><h3>Specifications</h3><ul><li>Brand: Columbia Tools</li><li>Size: 12 inches</li><li>Weight: 4.9 lbs</li><li>Model: 12FFBA</li></ul>",,,taxable,,1,,,0,0,4.9,,,,0,,,432.60,287.07,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12ffba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,3,Columbia Tools,Size,"12""",,0,,Columbia Tools,12FFBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FLAT-BOX,Size,"12""","12""",,3,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""12FFBA""},{""label"":""Model"",""value"":""12FFBA""},{""label"":""Size"",""value"":""12\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-automatic-flat-box,Finishing Boxes,,12,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-automatic-flat-box&amp;variant=12,Columbia 12-inch Automatic Flat Box | Drywall Finishing,"The 12-inch Columbia Tools Automatic Flat Box is designed for final drywall finishing coats and feathering, ensuring consistent compound application.",Columbia 12 inch flat box,/product/columbia-automatic-flat-box-12-12ffba/,,columbia-automatic-flat-box-12-12ffba,Columbia Automatic Flat Boxes,Automatic Series,12FFBA,432.60
variation,14FFBA,,"Columbia Automatic Flat Box - 14""",1,0,visible,"The Columbia 14&quot; Automatic Flat Box is designed for wide skimming and final feathering, providing consistent compound application for professional drywall finishing.","<p>The Columbia 14"" Automatic Flat Box is designed for wide skimming and final feathering on drywall joints. This 14-inch model is engineered to provide consistent compound application across large wall and ceiling surfaces.</p><h3>Specifications</h3><ul><li><strong>Size:</strong> 14 inches</li><li><strong>Weight:</strong> 5.3 lbs</li><li><strong>Construction:</strong> Aluminum and stainless steel</li></ul>",,,taxable,,1,,,0,0,5.3,,,,0,,,438.01,289.14,,,,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_14ffba_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,4,Columbia Tools,Size,"14""",,0,,Columbia Tools,14FFBA,,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,finishing-boxes,,0,COL-AUTOMATIC-FLAT-BOX,Size,"14""","14""",,4,0,Columbia Taping Tools,,,,,Columbia Tools,"[{""label"":""Brand"",""value"":""Columbia Tools""},{""label"":""Part Number"",""value"":""14FFBA""},{""label"":""Model"",""value"":""14FFBA""},{""label"":""Size"",""value"":""14\""""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia-automatic-flat-box,Finishing Boxes,,14,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-automatic-flat-box&amp;variant=14,"Columbia 14"" Automatic Flat Box | 14FFBA","The Columbia 14"" Automatic Flat Box is designed for wide skimming and final feathering on drywall joints. Durable construction for professional use.",14 inch automatic flat box,/product/columbia-automatic-flat-box-14-14ffba/,,columbia-automatic-flat-box-14-14ffba,Finishing Boxes,Automatic Flat Box,14FFBA,438.01
